entity_id;area;type;status;state;priority;ticket_number;name;create_date;created_by;update_date;updated_by;parent_ticket_id;assignee;owner;due_date;rank;estimation;spent;workgroup;resolution
4364703;Система.Таск-трекер;Подзадача;Закрыто;Normal;Критический;PPTS-7581;[FE] Дашборд. Standalone mode;2024-06-26 09:15:23.471105;А. А.;2024-07-12 07:26:02.042520;В. П.;4333295;В. П.;А. А.;;0|qpnu8g:;86400;115200;;Готово
4364774;Система.Таск-трекер;Подзадача;Закрыто;Normal;Высокий;PPTS-7582;[FE] Дашборд. Переход на WebSocket - таблица;2024-06-26 09:19:28.929039;А. А.;2024-08-06 14:29:56.493047;А. Г.;4317974;А. Г.;А. А.;;0|qpntsw:;43200;43200;;Готово
4364960;Система.Таск-трекер;Подзадача;Закрыто;Normal;Высокий;PPTS-7583;[FE] Дашборд. Отключить круговую диаграмму;2024-06-26 09:28:12.295348;А. А.;2024-07-26 07:00:01.415119;В. П.;4317974;В. П.;А. А.;;0|qpnsoo:;14400;14400;;Готово
4365076;Система.Таск-трекер;Подзадача;Закрыто;Normal;Высокий;PPTS-7584;[FE] Дашборд. Отключить диаграмму сгорания;2024-06-26 09:33:53.246333;А. А.;2024-07-26 07:00:14.868788;В. П.;4317974;В. П.;А. А.;;0|qpnrzk:;14400;14400;;Готово
4365372;Система. Движок;Дефект;Закрыто;Normal;Высокий;PPFW-2604;[FE] CFO Разработать компонент для атомарного отображения format = table;2024-06-26 09:44:31.895309;Н. Н.;2024-09-02 19:01:49.393644;Н. Н.;;Н. Н.;Н. Н.;;0|qpnq94:;28800;28800;;Готово
4368630;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-7585;[ITL] Руководство Администратора - манифест и подключение;2024-06-26 11:55:40.031701;А. А.;2024-08-26 23:25:35.310491;А. А.;4337598;А. А.;А. А.;;0|qpn8mw:;28800;;;Готово
4369065;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7293;[QA] Тест дизайн;2024-06-26 12:15:11.990528;М. Н.;2024-07-11 06:54:04.677950;О. Н.;4119514;О. Н.;М. Н.;;0|qpn67k:;28800;28800;Новая функциональность;Готово
4369933;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-7586;[SA] Префиксы для сущностей;2024-06-26 12:59:23.210526;А. А.;2024-07-16 13:53:11.291913;Д. В.;4319042;Д. В.;А. А.;;0|qpn1dk:;;;;Готово
4370022;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7296;[BE] Импорт текстового фрагмента;2024-06-26 13:03:46.942524;А. М.;2024-07-16 14:22:48.087222;Т. Х.;2540151;Т. Х.;А. М.;;0|qpn0uw:;28800;28800;;Готово
4370041;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7297;[BE] Импорт табличного фрагмента;2024-06-26 13:04:37.280031;А. М.;2024-07-19 08:12:40.985318;Т. Х.;2540151;Т. Х.;А. М.;;0|qpn0qo:;28800;28800;;Готово
4370065;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7298;[BE] Импорт фрагмента файл (картинка);2024-06-26 13:05:39.942860;А. М.;2024-07-19 08:33:24.907302;Т. Х.;2540151;Т. Х.;А. М.;;0|qpn0jw:;28800;28800;;Готово
4370075;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7299;[BE] Поддержать структуру документа (заголовок, заголовок таблицы, заголовок картинки);2024-06-26 13:06:15.988852;А. М.;2024-07-16 14:37:33.035171;Т. Х.;2540151;Т. Х.;А. М.;;0|qpn0js:;28800;28800;;Готово
4370083;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7300;[BE] Сделать Confluence сервис по импорту плагином;2024-06-26 13:06:49.865783;А. М.;2024-07-16 14:39:00.019382;Т. Х.;2540151;Т. Х.;А. М.;;0|qpn0i0:;28800;28800;;Готово
4370092;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7301;[BE] Сделать DOCX сервис по импорту плагином;2024-06-26 13:07:08.707791;А. М.;2024-07-09 15:08:53.211852;Т. Х.;2540151;Т. Х.;А. М.;;0|qpn0gg:;28800;28800;;Готово
4370096;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7302;[POST_MVP] [BE] Импорт DOCX поверх существующего документа (merge, overwrite);2024-06-26 13:07:22.737613;А. М.;2024-08-13 15:12:14.829145;Т. Х.;4588395;Т. Х.;А. М.;;0|qpn0fk:;144000;144000;;Готово
4370159;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7303;[FE] Сверстать форму импорта DOCX файла;2024-06-26 13:10:14.871801;А. М.;2024-07-16 13:51:47.467081;Р. В.;2540151;Р. В.;А. М.;;0|qpn03c:;57600;57600;;Готово
4370175;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7304;[FE] Поллинг импорта DOCX файла;2024-06-26 13:10:50.767126;А. М.;2024-07-16 13:52:10.158393;Р. В.;2540151;Р. В.;А. М.;;0|qpn008:;57600;57600;;Готово
4370302;Система.Вики;Дефект;Закрыто;Normal;Средний;PPWI-5261; [FE] [Разделитель]  При  наличии маркированного/нумерованного списка разделитель уходит  под весь контент ;2024-06-26 13:16:13.839848;А. М.;2024-07-26 09:07:45.229514;Д. Б.;;А. М.;А. М.;;0|qpmzbs:;;;;Готово
4370645;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7307;[FE] Валидация формы импорта DOCX файла;2024-06-26 13:26:24.209569;А. М.;2024-07-16 13:51:26.673213;Р. В.;2540151;Р. В.;А. М.;;0|qpmxlk:;57600;57600;;Готово
4371615;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7308;[FE] Логика по определению доступности источников импорта;2024-06-26 14:00:44.288173;А. М.;2024-07-30 17:42:41.780617;А. Я.;2540151;Р. В.;А. М.;;0|qpmsoo:;57600;57600;;Готово
4372060;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7309;[BE] Импорт DOCX фйла. Форматирование текстового фрагмента;2024-06-26 14:18:00.161847;А. М.;2024-07-11 10:31:05.284190;Т. Х.;2540151;Т. Х.;А. М.;;0|qpmqd4:;57600;57600;;Готово
4372315;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7311;[BE] Импорт DOCX фйла. Списки;2024-06-26 14:27:09.269868;А. М.;2024-07-12 11:22:58.269901;Т. Х.;2540151;Т. Х.;А. М.;;0|qpmp4o:;57600;57600;;Готово
4373318;Система.Вики;Дефект;Подтверждение исправления;Normal;Низкий;PPWI-5262;"[Дефект][ПРОМ][FE] не отображается макрос QL в макросе ""вложенная статья""";2024-06-26 15:11:03.380921;Д. Ш.;2024-11-01 10:35:05.726715;Д. Ш.;;Д. Ш.;Д. Ш.;10/31/24;0|qpmjyo:;144000;14400;;
4377001;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7313;[ПЗ][SA] Переезд в контур Компания;2024-06-27 05:36:53.169579;О. К.;2024-08-12 09:07:44.191473;О. К.;4119514;О. К.;О. К.;;0|qplyz8:;28800;28800;Технический долг;Готово
4377025;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7314;[BE]Переезд в контур Компания;2024-06-27 05:38:40.576057;О. К.;2024-08-01 12:12:18.192205;О. К.;4119514;В. М.;О. К.;;0|qplyu4:;28800;28800;Технический долг;Готово
4377031;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7315;[ПЗ][QA] Переезд в контур Компания;2024-06-27 05:40:12.818115;О. К.;2024-07-30 07:12:41.121834;В. С.;4119514;В. С.;О. К.;;0|qplyss:;14400;14400;Технический долг;Готово
4377303;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7318;[US] Сделать профили НТ и типовые сценарии, для того, чтобы оптимизировать потребление ресурсов. Сократить косты для клиентов;2024-06-27 06:14:03.205214;О. К.;2024-08-20 07:40:23.517083;Н. К.;4119514;Н. К.;О. К.;;0|qplx64:;;;Технический долг;Готово
4377351;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7319;[SA] Сделать профили НТ и типовые сценарии, для того, чтобы оптимизировать потребление ресурсов. Сократить косты для клиентов;2024-06-27 06:19:26.635915;О. К.;2024-07-30 04:49:55.291471;О. К.;4119514;О. К.;О. К.;;0|qplwvo:;57600;57600;Технический долг;Готово
4377396;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7321;[QA] Сделать профили НТ и типовые сценарии, для того, чтобы оптимизировать потребление ресурсов. Сократить косты для клиентов;2024-06-27 06:23:05.749721;О. К.;2024-08-05 06:22:58.466142;В. С.;4119514;В. С.;О. К.;;0|qplwlw:;14400;14400;Технический долг;Готово
4380297;Управление релизами изменениями;Дефект;Закрыто;Normal;Низкий;PPRC-2264;[PPRC][DEV] QL Фильтры. Кривая верстка выпадающего меню фильтров.;2024-06-27 09:11:54.010101;Е. Б.;2024-09-19 14:36:31.880106;Е. Б.;;Е. Б.;Е. Б.;;0|qplfbw:;;;;Готово
4380359;Система.Таск-трекер;Дефект;Закрыто;Normal;Низкий;PPTS-7589;[FE] Новые таблицы. Уходит 2 запроса, если изменять приоритет в таблице ;2024-06-27 09:14:47.882031;А. К.;2024-07-08 07:39:46.700220;А. К.;;А. К.;А. К.;;0|qplez8:;;;;Готово
4382232;Система.Вики;Дефект;Закрыто;Normal;Средний;PPWI-5266;" [FE] [Разделитель]  При нажатии на ""Вставить"" вместо разделителя вставляется ""copySeparator""";2024-06-27 10:37:31.994076;А. М.;2024-07-03 11:45:02.177893;А. М.;;А. М.;А. М.;;0|qpl3yc:;;;;Готово
4382326;Система.Вики;Дефект;Закрыто;Normal;Средний;PPWI-5267;" [FE] [Разделитель] Вставляется ""copySeparator"" в макросы неподдерживаемые для вставки макроса ""Разделитель"" ";2024-06-27 10:42:22.236106;А. М.;2024-07-03 11:31:11.237570;А. М.;;А. М.;А. М.;;0|qpl3f8:;;;;Готово
4382391;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5268;[FE] Виджет Избранное (добавить infinite scroll);2024-06-27 10:46:06.466200;Д. М.;2024-08-27 11:28:31.223664;В. Ш.;4608997;В. Ш.;Д. М.;;0|qpl31g:;28800;;;
4383070;Система.ХранениеАртефактов;Дефект;Закрыто;Normal;Средний;PPAR-7327;[Core][FE][Редактор шаблона][Пользовательский фрагмент] После актуализации документа активна кнопка удаления фрагмента из кастом-группы;2024-06-27 11:16:28.062542;О. Н.;2024-07-01 09:01:23.050369;О. Н.;;Р. М.;О. Н.;;0|qpkz3w:;;;;Дубликат
4385611;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7330;[BE] Редактор шаблонов. Стартовый экран шаблонов ;2024-06-27 12:56:28.486334;А. К.;2024-07-16 07:58:10.776281;А. К.;4318692;В. М.;А. К.;;0|qpkkzo:;28800;28800;Новая функциональность;Готово
4385950;Система.Таск-трекер;История;Закрыто;Normal;Средний;PPTS-7591;Дашборд. Технические улучшения;2024-06-27 13:08:01.255910;А. А.;2024-09-25 08:12:52.592045;А. А.;4253080;А. А.;А. А.;;0|qpkj6k:;3600;3600;Технический долг;
4388239;Система.ХранениеАртефактов;Дефект;Закрыто;Normal;Низкий;PPAR-7333;[ПРОМ][FE][Редактор] Пропадает разделение абзацев;2024-06-27 14:29:26.912827;;2024-07-16 06:53:24.716810;Д. П.;;И. Б.;Д. П.;;0|qpk7d0:;28800;;;Готово
4390573;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5271;[BE] Внешний API (Получение списка пространств);2024-06-27 16:57:27.643241;Д. М.;2024-07-10 13:23:02.597209;А. И.;3827878;А. И.;Д. М.;;0|qpjuto:;57600;57600;;Готово
4394635;Система.Вики;Дефект;Закрыто;Normal;Низкий;PPWI-5275;[Дефект][ПРОМ][BE] Не сохраняются именения доступов для конкретного пространства (Розничные микросевисы) ;2024-06-28 09:30:50.720892;Д. Ш.;2024-09-27 09:26:27.914227;Д. Ф.;;Д. Ш.;Д. Ш.;8/31/24;0|qpj6kc:;144000;;;Готово
4395328;Управление релизами изменениями;Дефект;Закрыто;Normal;Средний;PPRC-2270;[PPRC 2.0][PREPROD] Отсутствует возможность указывать у Подсистемы признак Дистрибутивный комплект;2024-06-28 10:06:30.900255;В. С.;2024-10-29 07:31:49.205759;;;В. С.;В. С.;;0|qpj2h8:;;;;Готово
4395658;Система.Таск-трекер;Дефект;Закрыто;Normal;Критический;PPTS-7594;[DevOps] [BE] Карточка Таск трекер. Не отображается виджет согласований в карточке Таск трекер;2024-06-28 10:27:44.370028;А. К.;2024-07-23 06:06:31.508114;А. К.;;А. К.;А. К.;;0|qpj0jw:;;;;Готово
4395928;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7337;[FE] Массовое удаление фрагментов;2024-06-28 10:46:23.907426;А. М.;2024-07-15 11:26:02.384862;Н. С.;4235057;А. Г.;А. М.;;0|qpiyyk:;28800;28800;;Дубликат
4396661;Система.Вики;Задача;Закрыто;Normal;Низкий;PPWI-5277;[ТехДолг][BE] Дока на мигратор Клиент(Онбординг like);2024-06-28 11:19:38.273136;А. Т.;2024-07-15 15:56:16.695336;А. Т.;4098420;И. П.;А. Т.;;0|qpiur0:;28800;;Линейная деятельность;Готово
4396780;Система.Вики;Задача;Закрыто;Normal;Низкий;PPWI-5278;[ТехДолг][BE] Дока на Платформа.Вики.сервис1;2024-06-28 11:24:28.054272;А. Т.;2024-07-15 08:33:43.779091;А. Т.;4098420;А. Т.;А. Т.;;0|qpgnhg:;28800;;Линейная деятельность;Готово
4396855;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7340;[QA] [Тесткейсы] Массовое удаление фрагментов;2024-06-28 11:27:19.696215;А. М.;2024-07-04 12:37:13.613287;Д. П.;4235057;Д. П.;А. М.;;0|qpitng:;28800;;;Готово
4396879;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7341;[QA] [Тестирование] Массовое удаление фрагментов;2024-06-28 11:28:25.365632;А. М.;2024-07-11 07:34:11.073381;Д. П.;4235057;Д. П.;А. М.;;0|qpitik:;28800;28800;;Готово
4396901;Система.ХранениеАртефактов;Подзадача;Закрыто;Normal;Средний;PPAR-7342;[QA] [Тестирование] Импорт документа формата DOCX;2024-06-28 11:29:41.383673;А. М.;2024-07-16 14:29:42.467957;Т. Ч.;2540151;Т. Ч.;А. М.;;0|qpitdo:;57600;57600;;Готово
4397688;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7344;[АППД] Реализовать передачу актов в архив;2024-06-28 12:06:22.738367;Н. Л.;2024-07-12 08:53:48.669720;И. Т.;3696796;И. Т.;Н. Л.;;0|qpiovg:;;28800;Новая функциональность;Готово
4397743;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7345;[АППД] Отмечать на публикации информацию о том, что она передана в Архив;2024-06-28 12:08:22.394074;Н. Л.;2024-07-12 08:53:55.020971;И. Т.;3696796;И. Т.;Н. Л.;;0|qpiok4:;;;Новая функциональность;Готово
4397977;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7347;[АППД] Присылать полную link в контекст для согласования;2024-06-28 12:18:28.180879;Н. Л.;2024-07-12 08:54:41.905114;И. Т.;3696796;И. Т.;Н. Л.;;0|qpin7o:;;28800;Новая функциональность;Готово
4398232;Управление релизами изменениями;Дефект;Закрыто;Normal;Средний;PPRC-2273;[PPRC][PROD] Тест-планы. Не отображаются тест-планы при превышении количества 20;2024-06-28 12:30:04.443304;В. С.;2024-08-22 11:23:09.254349;В. С.;;В. С.;В. С.;;0|qpilq4:;;;;Готово
4399459;Система. Движок;Дефект;Закрыто;Normal;Средний;PPFW-2639;[FE] CFO. Поля в таблице на фронте располагаются не в том порядке,в которм в shema в json-e;2024-06-28 13:28:03.038795;И. Т.;2024-07-23 14:55:06.173315;Н. Н.;;Н. Н.;И. Т.;;0|qpietg:;;;;Отменен инициатором
4399676;Система. Движок;Дефект;Закрыто;Normal;Средний;PPFW-2640;[FE] CFO. Для Dictionary параметра отсутствует UI компонет ;2024-06-28 13:34:05.851323;И. Т.;2024-07-03 13:27:02.127692;И. Т.;;И. Т.;И. Т.;;0|qpidnw:;7200;7200;;Готово
4399932;Система.Таск-трекер;Дефект;Закрыто;Normal;Высокий;PPTS-7604;[BE] Импорт. Не импортируются значения в полях с множественным выбором;2024-06-28 13:44:28.946855;Я. П.;2024-09-24 08:31:19.534970;Я. П.;;Я. П.;Я. П.;;0|qpic8c:;;21600;;Готово
4400132;Система. Движок;Дефект;Закрыто;Normal;Критический;PPFW-2642;[BE] CFO. Не создается экземпляр сущности при заполненных параметрах для которых есть ограничения;2024-06-28 13:50:38.125697;И. Т.;2024-07-04 08:44:16.995494;И. Т.;;И. Т.;И. Т.;;0|qpib58:;;;;Готово
4400336;Система. Движок;Дефект;Закрыто;Normal;Средний;PPFW-2644;[FE] UI компоненты связанные с датой используют английский язык;2024-06-28 13:58:36.406067;И. Т.;2024-10-31 09:22:07.362375;А. О.;;В. Л.;И. Т.;;0|qpia0k:;;;;Готово
4401135;Система.ХранениеАртефактов;Дефект;Закрыто;Normal;Низкий;PPAR-7349;[С-Док][FE][Пользовательский фрагмент] Не нужный отступ в таблице у заголовка;2024-06-28 14:25:44.745902;О. Н.;2024-07-04 14:11:15.076199;О. Н.;;О. Н.;О. Н.;;0|qpi5mc:;;3600;;Готово
4401205;Система.ХранениеАртефактов;Дефект;Закрыто;Normal;Низкий;PPAR-7350;[С-Док][FE][Пользовательский фрагмент] Нет отступа между фрагментами;2024-06-28 14:29:28.915987;О. Н.;2024-07-04 14:11:21.908570;О. Н.;;О. Н.;О. Н.;;0|qpi578:;;3600;;Готово
4402097;Система.Вики;История;Разработка;Normal;Средний;PPWI-5282;Комментарии. Версия 2.0. Управление комментариями.;2024-06-28 15:06:54.517015;А. П.;2024-09-04 12:41:20.309539;Д. С.;4098446;;А. П.;;0|qpi0b0:;288000;;Новая функциональность;
4403153;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5283;[QA] Управление комментариями. Тестирование;2024-06-28 16:11:25.090632;А. П.;2024-09-04 12:40:03.262600;А. П.;4402097;А. П.;А. П.;;0|qphu9w:;86400;;;Готово
4403183;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5284;[QA] Управление комментариями. Тест-кейсы;2024-06-28 16:13:53.717078;А. П.;2024-08-13 07:09:28.067746;А. П.;4402097;А. П.;А. П.;;0|qphu38:;201600;;;Готово
4403190;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5285;[FE] Управление комментариями. ч. 1;2024-06-28 16:14:33.298189;А. П.;2024-07-25 11:36:48.681460;Е. К.;4402097;Е. К.;А. П.;;0|qphu1w:;144000;129600;;Готово
4403199;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5286;[BE] Управление комментариями;2024-06-28 16:15:31.351889;А. П.;2024-07-10 14:36:51.962772;М. К.;4402097;М. К.;А. П.;;0|qphtzw:;172800;115200;;Готово
4404034;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5293;[BE] Импорт комментариев из Confluence;2024-06-28 16:59:03.403406;А. П.;2024-07-11 08:01:37.026714;И. М.;4404011;И. П.;А. П.;;0|qphp9o:;86400;57600;;Готово
4408567;Управление релизами изменениями;Подзадача;Закрыто;Normal;Средний;PPRC-2274;[PPRC_FW] [FE] - Вынести конфигурацию страниц редактирования на бэкенд;2024-07-01 05:52:55.351770;Д. З.;2024-07-09 07:09:07.884245;Р. Б.;4382779;Е. Б.;Д. З.;;0|qpgxk0:;;;;Готово
4409199;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-7606;[AQA] Автоматизация тест-кейса Добавление новой колонки в представлении Структура;2024-07-01 06:46:57.276679;Д. Г.;2024-07-25 07:17:52.404562;Д. Г.;;Д. Г.;Я. П.;;0|qpgtq8:;28800;28800;Линейная деятельность;Готово
4410239;Система.Вики;Подзадача;Закрыто;Normal;Средний;PPWI-5297;[FE] Тост о запрещённых форматах;2024-07-01 07:44:45.363776;Д. Б.;2024-07-02 15:27:21.363672;Е. К.;4094771;Е. К.;А. П.;;0|qpgnhc:;14400;;;Дубликат
4410776;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7355;[QA] Миграция шаблонов с анкетой ;2024-07-01 08:13:16.340274;Е. З.;2024-09-17 13:52:46.406518;К. Г.;3549112;К. Г.;Е. З.;;0|qpgk94:;14400;14400;Новая функциональность;Готово
4410789;Система.Таск-трекер;Подзадача;Закрыто;Normal;Высокий;PPTS-7621; [QA] Дашборд. Websocket. Тест дизайн и тестирование;2024-07-01 08:13:39.098417;Б. П.;2024-07-25 07:13:19.324485;Б. П.;4317974;Б. П.;А. Г.;;0|qpgk68:;57600;;;
4410794;Система.ХранениеАртефактов;Задача;Закрыто;Normal;Средний;PPAR-7356;[SA] Миграция шаблонов с анкетой ;2024-07-01 08:13:45.332137;Е. З.;2024-07-30 06:55:39.204792;М. Б.;3549112;М. Б.;Е. З.;;0|qpgk54:;57600;57600;Новая функциональность;Готово
4410796;Система.Вики;Дефект;Создано;Normal;Низкий;PPWI-5298;" [FE] [Разделитель] Курсор не под макросом ""Разделитель"" при вставке в таблицу";2024-07-01 08:13:49.348998;А. М.;2024-11-02 09:13:16.615252;Р. Г.;;Т. Т.;А. М.;;0|qpgk4o:;;;;
4410900;Система.Вики;Дефект;Закрыто;Normal;Средний;PPWI-5299;  [BE] [Разделитель]  При экспорте в DOCX отображаются не все разделители;2024-07-01 08:17:50.866149;А. М.;2024-07-08 09:46:09.677295;А. М.;;А. М.;А. М.;;0|qpgjiw:;;21600;;Готово
4410947;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-7626;[FE] Дашборд. Техдолг. Хотрелоад;2024-07-01 08:20:11.148604;В. П.;2024-07-30 18:37:28.229638;В. П.;4385950;В. П.;А. А.;;0|qpgj8o:;28800;25200;;Готово
4410983;Система.Таск-трекер;Подзадача;Закрыто;Normal;Высокий;PPTS-7631;[FE] Дашборд. Техдолг. Автоматическая сортировка импортов;2024-07-01 08:21:37.263763;В. П.;2024-07-17 07:19:49.481429;А. Г.;4385950;А. Г.;А. А.;;0|qpgj0w:;14400;14400;;Готово
4410989;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-7632;[FE] Дашборд. Техдолг. Удалить старые ненужные ветки в репозитории;2024-07-01 08:21:57.693666;В. П.;2024-07-30 06:55:32.244346;В. П.;4385950;В. П.;А. А.;;0|qpgizk:;14400;14400;;Готово
4411001;Система.Таск-трекер;Подзадача;Закрыто;Normal;Высокий;PPTS-7633;[FE] Дашборд. Техдолг. npm run commit с проверками;2024-07-01 08:22:26.459834;В. П.;2024-07-26 04:56:18.539229;А. Г.;4385950;А. Г.;А. А.;;0|qpgiww:;14400;14400;;Готово
4411031;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-7636;[FE] Дашборд. Техдолг. Актуализация openapi;2024-07-01 08:23:53.354327;В. П.;2024-07-16 13:48:03.688279;В. П.;4385950;В. П.;А. А.;;0|qpgiq8:;57600;;;Готово
4411042;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-7638;[FE] Дашборд. Техдолг. i18next::translator: missingKey ru;2024-07-01 08:24:24.888869;В. П.;2024-07-12 09:58:54.087313;А. Г.;4385950;А. Г.;А. А.;;0|qpgins:;14400;14400;;Готово
4411048;Система.Таск-трекер;Подзадача;Закрыто;Normal;Средний;PPTS-7639;[FE] Дашборд. Техдолг. Тайпскрипт конфиг;2024-07-01 08:24:45.775781;В. П.;2024-07-25 12:21:18.050073;А. Г.;4385950;А. Г.;А. А.;;0|qpgimg:;57600;57600;;Готово
4413051;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-7642;"[FE] Создание Таск трекер из пространства ""Все""";2024-07-01 09:58:27.201287;В. Р.;2024-07-30 07:55:19.080230;Т. С.;4177353;Т. С.;В. Р.;;0|qpg71k:;144000;;Новая функциональность;Готово
4413557;Система.Вики;Дефект;Закрыто;Normal;Средний;PPWI-5305; [FE] [Таблица.Скролл] Окрашенные ячейки  и изображения не имеют затемнения в широких таблицах ;2024-07-01 10:25:02.900795;А. М.;2024-07-26 09:06:59.223067;Д. Б.;;А. М.;А. М.;;0|qpg3ik:;14400;28800;;Готово
4413887;Система.ХранениеАртефактов;Дефект;Закрыто;Normal;Средний;PPAR-7360;[FE][Таблица] Есть возможность окрашивать ячейки автонумерации;2024-07-01 10:44:33.163447;Т. Ч.;2024-09-24 12:04:59.520865;Д. П.;;А. Г.;Т. Ч.;;0|qpg2oo:;3600;3600;;Готово
4415019;Система. Движок;Дефект;Отклонен исполнителем;Normal;Средний;PPFW-2648;[FE] CFO. В UI компоненте MultiDate нет кнопки выбора сегоднешний даты;2024-07-01 11:46:17.733852;И. Т.;2024-07-24 08:26:15.395827;Н. Н.;;Н. Н.;И. Т.;;0|qpfwm0:;;;;Отклонено
4415175;Система. Движок;Дефект;Закрыто;Normal;Высокий;PPFW-2649;[FE] CFO. В UI компоненте link иконка и название ссылки съезжает из клетки при увеличении кол-ва символов ;2024-07-01 11:53:39.483705;И. Т.;2024-07-03 13:29:37.271876;И. Т.;;И. Т.;И. Т.;;0|qpfvtc:;7200;3600;;Готово
4416065;Система. Движок;Дефект;Закрыто;Normal;Высокий;PPFW-2652;[BE] Поправить схему для атрибута с кодом comments;2024-07-01 12:38:02.931295;А. Д.;2024-07-04 08:47:46.994224;А. Д.;;А. Р.;А. Д.;;0|qpfr3c:;;;;Готово
4417176;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-7655;[BA] Добавление текстовых и строковых полей в таблицы;2024-07-01 13:24:27.707652;В. Р.;2024-07-16 13:57:05.620755;В. Р.;4177231;В. Р.;В. Р.;;0|qpflcg:;57600;;Новая функциональность;
4417249;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-7656;[UX] Добавление типов полей в таблицы;2024-07-01 13:26:45.105314;Д. Б.;2024-09-24 13:57:15.330813;В. Р.;4177231;П. М.;Д. Б.;;0|qpfkzk:;86400;;Новая функциональность;
4417275;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-7657;[BA] Добавление типов полей в таблицы;2024-07-01 13:27:33.809709;Д. Б.;2024-07-16 13:56:56.804297;В. Р.;4177231;В. Р.;Д. Б.;;0|qpfkvc:;57600;;Новая функциональность;
4417366;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-7659;[BE] Добавление типов полей в таблицы - Реализация Эндпоинта;2024-07-01 13:30:20.215783;Д. Б.;2024-08-01 12:12:42.893109;Я. П.;4177231;А. К.;Д. Б.;;0|qpfkfc:;115200;;Новая функциональность;Готово
4417462;Система.Таск-трекер;Задача;Подтверждение;Normal;Средний;PPTS-7661;[BE] Подключить адаптер аудита;2024-07-01 13:33:34.931364;Д. Б.;2024-09-12 17:19:50.862766;Д. Б.;4177390;Д. Б.;Д. Б.;;0|qpfjxc:;57600;;Новая функциональность;
4417481;Система.Таск-трекер;Задача;Закрыто;Normal;Средний;PPTS-7662;[QA] Протестировать адаптер аудита;2024-07-01 13:34:03.039107;Д. Б.;2024-09-24 11:58:54.436121;Я. П.;4177390;А. К.;Д. Б.;;0|qpfju8:;57600;;Новая функциональность;Готово
